id,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,distance_calculations,is_core,cluster_id
11009,2,6,3,4,1,4,7,7,9,7,6,11,1,9,4,9,16867,0,1
11010,4,8,6,6,3,9,8,4,1,7,8,8,8,9,0,8,15513,1,1
11011,6,8,6,6,3,4,10,2,8,11,11,5,1,10,3,4,14475,1,1
11012,5,9,5,7,5,5,10,8,3,8,5,5,1,9,6,6,18676,0,1
11013,5,7,5,5,3,3,9,5,6,10,10,9,3,9,2,7,15474,1,1
11014,4,2,5,3,3,5,7,4,8,7,6,11,3,8,5,9,14124,0,1
11015,2,5,3,3,1,4,8,5,7,11,9,13,1,9,2,7,14727,0,1
11016,2,2,3,3,2,7,9,5,4,7,6,6,4,9,1,6,4894,1,1
11017,4,10,5,8,3,3,7,6,11,7,6,15,0,8,7,6,9548,1,11
11018,3,4,3,3,1,5,13,3,5,11,9,3,1,11,1,5,14717,0,1
11019,2,7,3,5,2,5,5,3,8,3,2,7,0,6,2,6,3194,0,3
11020,3,7,5,6,5,5,8,3,5,7,7,11,3,9,6,10,16897,1,1
11021,5,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,17020,0,9
11022,5,11,8,9,9,7,8,3,6,5,7,11,5,11,9,7,10810,0,1
11023,8,11,8,6,4,9,6,5,6,12,4,8,6,6,6,10,12322,1,1
11024,8,10,6,14,5,9,8,4,3,5,11,5,5,10,7,7,17369,0,1
11025,2,7,4,5,2,7,13,0,5,7,10,8,0,8,0,8,13682,1,7
11026,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,5437,1,8
11027,4,11,4,8,4,8,6,7,7,7,8,9,2,10,10,7,15215,0,1
11028,5,8,7,6,6,8,9,7,5,6,6,8,3,7,7,4,17632,1,1
11029,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,7349,1,6
11030,6,6,8,6,7,7,9,5,3,7,7,8,8,11,8,7,15347,0,1
11031,3,4,4,2,1,5,11,2,7,11,9,5,1,10,2,5,9973,1,1
11032,3,4,4,3,2,6,9,6,6,7,9,9,3,9,1,9,14117,1,1
11033,4,8,4,6,3,5,8,10,9,8,7,6,3,8,4,8,15777,1,1
11034,3,7,5,5,3,6,7,5,7,6,6,10,3,8,5,9,13720,1,1
11035,3,6,4,9,8,8,8,4,0,8,7,7,5,9,4,7,18928,0,1
11036,3,7,4,5,3,8,7,11,1,6,9,8,8,6,0,8,14677,1,9
11037,4,8,4,6,5,8,5,10,0,6,9,8,7,5,1,6,17166,0,9
11038,3,9,5,7,2,8,6,3,6,15,5,9,1,6,1,6,16047,1,6
11039,7,9,7,4,4,7,8,3,5,11,7,8,6,9,4,8,16683,0,1
11040,3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7,6811,1,1
11041,2,7,4,5,2,5,11,3,3,9,11,9,2,11,1,8,15864,0,1
11042,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,9296,1,16
11043,2,6,3,4,2,8,7,7,7,7,7,9,2,10,9,8,16911,0,1
11044,7,11,7,8,4,5,7,6,8,12,9,14,2,10,4,7,5663,0,1
11045,4,7,5,6,2,8,7,8,6,6,7,8,3,8,5,9,14073,1,1
11046,5,7,4,11,4,7,8,4,2,12,7,7,3,9,11,5,18828,0,1
11047,4,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,11844,1,2
11048,4,6,6,4,6,8,6,4,4,8,6,9,4,8,10,8,17595,0,1
11049,2,7,3,5,2,9,6,1,6,11,4,8,0,7,1,7,11126,1,6
11050,3,7,3,5,2,5,6,10,7,5,4,5,3,8,3,8,11698,0,1
11051,2,7,3,5,3,7,8,7,6,7,5,6,2,8,8,8,12827,1,1
11052,6,11,9,8,9,9,7,5,5,6,7,5,11,8,4,6,14515,0,1
11053,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,11626,1,2
11054,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5,12935,1,1
11055,4,7,5,5,3,7,8,8,5,7,7,9,3,8,3,8,13242,1,1
11056,3,2,5,3,2,8,2,2,2,7,1,8,2,6,2,7,982,1,4
11057,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,6423,0,8
11058,2,1,3,3,1,7,12,2,2,7,11,8,2,10,1,8,14579,1,1
11059,6,12,5,7,3,10,2,4,4,13,4,12,2,7,6,9,14925,0,1
11060,7,11,6,6,3,5,8,3,9,10,9,10,4,7,4,5,16359,0,1
11061,3,8,5,6,4,6,6,6,6,7,5,11,2,10,4,9,16522,0,1
11062,3,9,4,7,3,8,8,5,8,5,5,6,0,8,8,8,15724,1,1
11063,5,10,5,7,3,4,11,2,3,9,11,7,2,10,1,8,13619,1,1
11064,5,10,6,9,5,8,8,8,5,5,8,10,4,7,6,8,14236,0,1
11065,6,11,6,8,4,5,7,7,8,12,9,14,2,10,4,7,5870,0,1
11066,6,9,9,6,6,5,7,3,5,10,10,9,8,6,3,8,15350,1,1
11067,7,9,10,7,6,4,6,4,5,11,11,11,9,3,4,6,17025,0,1
11068,4,10,4,7,3,14,3,5,4,13,2,10,0,7,0,8,15865,0,13
11069,3,6,5,4,3,8,7,3,8,5,6,8,2,8,6,8,11684,1,1
11070,6,7,4,10,4,8,6,4,4,11,6,7,2,10,9,8,18245,1,1
11071,4,6,5,7,5,8,9,4,5,8,7,8,4,7,8,7,16154,1,1
11072,7,13,6,7,4,8,7,4,6,9,6,5,3,9,5,5,17180,1,1
11073,2,3,3,2,1,4,8,4,6,11,10,9,3,9,1,7,13283,1,1
11074,2,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10,8106,1,1
11075,2,5,3,3,1,10,7,1,7,12,3,7,0,7,1,7,12051,0,6
11076,2,3,3,2,2,7,7,2,8,11,7,9,1,8,4,8,10276,1,1
11077,4,7,5,5,2,6,9,7,7,13,8,7,2,11,2,6,17743,0,1
11078,1,0,2,0,1,8,6,9,0,6,8,8,5,6,0,8,7551,0,21
11079,5,9,6,6,3,2,11,4,5,12,12,7,1,11,2,6,12911,0,1
11080,3,8,3,6,2,3,7,6,11,7,6,15,0,8,6,7,11145,1,11
11081,3,7,4,5,3,3,7,5,9,7,6,14,0,8,6,9,14519,0,11
11082,6,7,6,5,3,4,9,1,8,10,10,6,1,10,3,4,15454,1,1
11083,2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10,8554,0,1
11084,5,6,5,4,2,4,12,5,4,11,11,6,3,10,1,8,14859,0,1
11085,4,8,4,6,2,5,7,6,7,11,9,14,1,9,3,8,13032,1,1
11086,3,6,3,4,2,3,12,6,1,11,7,4,0,9,3,8,15495,0,1
11087,5,8,6,6,6,5,6,3,5,8,6,12,6,9,4,9,17128,0,1
11088,3,9,4,7,4,5,10,3,5,10,9,6,2,10,3,6,16193,1,1
11089,8,11,11,8,5,7,8,3,5,10,6,7,7,7,2,7,14832,0,1
11090,4,7,5,5,3,5,9,3,6,10,7,6,3,7,4,5,14406,0,1
11091,3,8,5,6,1,7,15,1,5,7,11,8,0,8,0,8,13082,1,7
11092,4,9,6,7,4,7,4,1,8,8,2,10,0,7,3,8,13431,1,3
11093,3,6,5,4,3,7,7,3,8,6,6,9,3,8,6,8,12042,1,1
11094,2,3,2,1,1,6,10,4,5,10,9,4,1,10,3,6,9505,0,1
11095,2,2,3,3,1,9,6,3,6,12,4,10,1,6,1,6,9853,0,6
11096,3,8,4,6,2,6,8,7,10,6,7,12,1,7,4,9,15563,1,1
11097,1,6,2,4,1,10,6,1,7,11,3,7,0,7,1,7,11279,0,6
11098,3,8,4,6,5,6,6,3,5,7,7,10,4,10,8,9,16607,1,1
11099,1,3,2,4,2,7,7,5,2,8,8,10,2,9,4,9,11570,1,1
11100,1,0,1,0,0,7,7,6,4,7,6,8,2,8,3,8,3193,1,1
11101,4,6,6,4,3,4,11,2,7,11,10,5,1,11,3,5,14737,1,1
11102,1,3,3,2,1,5,9,3,3,10,8,8,4,8,0,7,11549,0,1
11103,7,8,7,6,5,6,11,5,3,8,6,6,10,13,3,4,16907,0,1
11104,3,7,5,5,5,5,7,3,4,7,6,10,5,10,3,8,16392,0,1
11105,1,3,3,2,1,6,7,2,7,11,7,9,1,8,4,9,10740,0,1
11106,6,7,6,5,3,3,9,6,7,11,11,9,3,9,1,6,13910,1,1
11107,4,6,5,4,2,10,6,2,8,15,4,8,0,8,0,8,17438,0,6
11108,3,8,4,6,3,3,7,6,2,6,5,10,3,8,2,11,14690,0,15
11109,5,5,7,8,9,8,8,5,1,6,6,10,7,13,7,13,14243,0,1
11110,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,7,11335,1,6
11111,5,11,5,8,6,3,7,5,9,7,7,14,0,8,6,8,13467,0,11
11112,8,8,7,11,5,9,9,3,3,5,11,5,4,10,7,8,17523,0,1
11113,3,8,3,6,3,3,6,5,9,5,4,13,0,8,6,9,17576,0,11
11114,9,13,7,7,4,9,5,5,6,9,4,9,6,6,7,11,10598,1,1
11115,3,11,5,8,5,7,7,6,8,6,5,9,3,8,6,9,15665,0,1
11116,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,927,1,5
11117,5,11,7,8,4,7,7,2,10,12,5,9,1,9,7,8,10927,0,1
11118,2,1,2,1,1,6,7,8,7,6,6,6,2,8,3,8,5624,0,1
11119,4,8,6,6,7,6,7,3,4,6,6,9,7,10,7,5,16207,1,1
11120,7,10,10,7,4,6,8,3,5,10,8,8,6,7,1,7,16510,1,1
11121,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,14707,1,1
11122,4,9,6,6,5,9,8,3,4,8,4,6,4,8,5,4,16432,0,1
11123,3,8,5,6,3,6,12,4,7,9,12,7,2,12,1,7,13717,0,1
11124,4,11,6,8,1,7,11,2,3,8,12,8,1,11,0,8,11501,0,1
11125,6,10,6,8,5,7,6,6,5,10,7,13,4,8,6,7,13593,0,1
11126,4,5,5,4,4,7,7,7,7,7,6,5,2,8,3,7,9478,1,1
11127,6,6,6,4,4,3,11,2,3,10,10,8,7,11,2,6,15198,1,1
11128,4,4,6,3,3,9,7,3,6,10,3,7,3,7,3,9,11351,0,1
11129,2,1,3,2,1,6,6,5,5,6,6,9,2,9,4,8,5335,0,1
11130,1,3,2,2,1,5,10,2,7,10,9,5,1,11,2,4,10693,0,1
11131,5,11,8,8,4,4,8,5,2,7,9,8,8,10,0,8,16070,0,1
11132,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,12966,0,1
11133,5,10,6,8,3,5,7,10,10,7,7,6,3,8,4,8,14786,0,1
11134,3,6,4,4,1,3,6,7,3,7,7,11,3,8,2,10,13845,0,15
11135,10,13,10,8,5,5,9,2,2,7,10,7,9,12,1,6,10869,0,1
11136,4,7,4,5,3,7,7,7,4,9,7,10,3,8,3,9,14582,0,1
11137,1,3,3,1,1,6,7,2,6,10,7,10,1,8,4,9,11777,0,1
11138,7,10,10,8,8,6,8,3,6,10,8,8,4,9,4,7,11092,1,1
11139,4,8,6,6,3,9,7,5,8,11,2,8,2,7,5,11,16054,0,1
11140,6,9,6,4,3,1,10,3,3,12,11,9,6,11,0,6,16469,0,1
11141,3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8,12795,0,1
11142,5,6,8,4,4,7,6,2,5,9,7,8,8,5,2,8,15471,1,1
11143,5,8,8,6,5,10,7,4,6,10,3,6,3,8,3,8,15815,1,1
11144,2,4,3,5,2,8,8,6,2,7,8,10,2,9,5,9,13319,1,1
11145,4,9,6,7,4,12,3,3,2,10,1,9,2,7,3,8,14077,1,4
11146,3,8,4,5,2,6,10,9,4,7,4,8,3,7,5,11,14217,1,1
11147,4,7,6,5,5,7,8,2,6,7,6,8,4,8,5,8,15172,1,1
11148,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8,13839,0,1
11149,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,14236,1,1
11150,2,8,4,6,3,7,4,1,6,8,2,9,1,6,2,8,8429,0,3
11151,2,1,2,2,2,8,7,5,8,6,6,7,1,8,6,8,7197,1,1
11152,4,10,5,8,2,6,8,2,7,15,7,9,1,6,1,7,15071,0,6
11153,3,3,3,4,1,1,13,4,4,12,11,7,0,8,2,6,17679,0,10
11154,5,8,7,7,6,6,7,5,7,7,5,7,4,7,6,5,16363,1,1
11155,5,8,8,6,5,8,8,7,8,10,5,4,3,8,5,8,17021,0,1
11156,2,4,4,2,2,9,7,2,5,10,5,6,2,8,4,9,7412,1,1
11157,4,5,5,7,3,8,7,8,6,6,7,9,3,8,5,9,14687,1,1
11158,7,7,7,5,6,5,10,3,3,9,7,7,8,10,3,5,16918,1,1
11159,7,11,11,8,8,4,7,4,5,10,11,11,9,7,4,8,9711,0,1
11160,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,410,1,12
11161,4,6,5,5,5,8,8,4,5,7,7,8,5,9,8,11,15903,1,1
11162,5,5,6,4,5,8,6,6,5,7,7,8,9,6,3,7,16662,0,1
11163,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8,12180,1,2
11164,5,5,6,8,3,5,7,10,10,7,6,6,3,8,4,8,17373,0,1
11165,5,11,7,8,5,9,8,1,6,13,5,5,2,9,3,9,13717,0,1
11166,3,8,5,6,2,7,8,1,6,14,5,8,1,7,0,7,15788,0,6
11167,3,5,4,4,2,7,8,5,6,5,9,9,5,10,1,7,15542,0,1
11168,1,3,3,2,1,6,11,3,3,8,11,8,2,11,1,8,14429,0,1
11169,9,15,7,8,4,8,2,3,2,8,4,12,5,5,5,7,18014,0,1
11170,5,6,6,8,7,6,9,3,2,8,8,6,5,10,5,5,18419,1,1
11171,5,7,5,5,3,7,11,3,8,11,9,4,2,12,3,5,14753,0,1
11172,6,7,8,6,7,7,8,5,3,7,7,8,9,10,9,7,14403,0,1
11173,5,9,7,11,7,8,7,8,4,5,6,10,3,8,7,10,13658,0,1
11174,2,6,3,4,3,7,7,4,7,7,5,8,3,8,5,10,12540,0,1
11175,2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,8,10128,1,1
11176,3,8,3,6,1,1,13,5,3,12,10,6,0,8,2,6,14307,1,10
11177,6,9,6,6,3,4,9,5,7,13,11,9,3,9,1,7,11838,0,1
11178,3,6,6,4,4,9,8,3,6,7,7,7,5,11,6,7,17953,0,1
11179,3,4,5,3,2,9,6,1,8,10,4,7,2,8,3,8,11026,0,1
11180,2,1,3,2,2,7,7,5,8,6,6,9,2,8,7,8,8703,1,1
11181,3,7,4,5,2,3,8,5,8,9,9,13,1,8,3,7,17233,0,1
11182,5,9,6,6,4,8,6,8,4,7,4,8,3,8,3,8,14236,1,1
11183,4,6,5,5,4,6,6,6,7,7,6,8,4,6,5,5,12137,0,1
11184,1,0,1,1,0,5,10,6,1,9,6,4,1,9,2,8,6141,1,22
11185,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,9403,1,6
11186,8,13,7,7,6,9,6,4,7,10,6,7,4,8,10,9,9801,0,1
11187,6,11,9,8,6,2,9,3,7,11,12,12,3,8,4,5,8892,0,1
11188,5,10,7,7,6,7,8,5,7,7,5,6,6,6,5,9,16612,0,1
11189,5,5,5,7,2,1,13,5,5,12,10,7,0,8,2,6,16887,0,10
11190,3,5,4,7,7,8,5,4,2,7,7,9,5,10,4,7,17750,0,1
11191,3,4,4,6,2,7,7,7,6,6,7,7,3,7,6,9,13654,0,1
11192,2,6,3,4,2,5,4,3,7,6,2,8,1,6,2,7,3379,0,3
11193,3,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8,9613,1,1
11194,3,8,6,6,3,9,10,1,6,4,11,8,1,11,2,9,15989,0,1
11195,3,4,6,2,3,9,6,3,5,10,5,7,3,8,3,7,9878,0,1
11196,4,9,6,6,4,7,6,8,5,7,4,8,3,8,3,8,13915,1,1
11197,5,12,5,6,3,6,11,3,5,13,6,4,1,8,5,8,16762,0,1
11198,4,11,5,8,2,6,10,1,3,7,12,8,1,11,0,8,13450,0,1
11199,6,9,5,4,3,10,6,3,5,10,5,7,3,9,6,9,17471,1,1
11200,4,4,6,3,4,8,6,2,4,9,6,8,7,5,2,8,11361,1,1
11201,2,4,4,3,1,8,7,2,6,14,5,8,2,8,1,8,15326,0,6
11202,2,7,3,4,1,10,14,1,6,4,11,9,0,8,0,8,16826,0,7
11203,4,3,5,2,2,4,11,3,2,10,9,7,6,11,1,7,15041,1,1
11204,9,11,8,8,7,5,10,4,3,9,8,7,9,11,3,5,11073,1,1
11205,3,5,5,4,3,8,7,2,9,12,6,9,1,8,5,7,13682,0,1
11206,2,5,3,3,1,4,8,5,6,11,9,12,1,9,2,7,14053,1,1
11207,2,6,3,5,3,7,7,8,6,5,4,6,2,8,3,7,9099,0,1
11208,4,11,6,8,5,7,7,2,8,11,6,10,3,7,5,8,14419,0,1
11209,5,9,8,6,7,4,10,1,4,10,7,6,7,10,3,4,18088,0,1
11210,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8,13289,0,19
11211,2,4,4,3,2,6,4,1,9,7,2,10,0,7,2,8,4731,1,3
11212,4,8,6,6,6,7,8,2,7,7,6,7,1,9,9,8,17515,1,1
11213,7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8,17987,0,1
11214,7,9,8,11,7,8,5,7,5,9,6,9,3,7,6,8,15041,0,1
11215,6,8,8,6,5,10,8,4,7,10,1,7,3,6,4,11,16037,0,1
11216,5,11,6,8,5,11,6,3,7,11,2,6,3,8,3,9,14873,0,1
11217,2,4,4,3,1,8,2,2,2,7,2,8,2,6,2,7,873,1,4
11218,9,10,7,5,3,7,9,7,5,14,4,4,4,10,4,8,15320,0,1
11219,4,4,7,3,3,8,7,2,7,10,4,8,5,9,4,9,16692,0,1
11220,5,10,4,5,3,9,6,3,4,11,5,9,3,9,8,12,15260,1,1
11221,3,9,5,6,3,4,11,2,6,11,10,6,1,10,3,5,15649,1,1
11222,5,9,7,7,8,5,8,4,5,6,5,9,7,6,10,7,17309,0,1
11223,4,6,4,4,2,4,10,2,7,11,11,6,1,10,2,4,14344,1,1
11224,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,9040,0,1
11225,3,10,4,7,3,9,5,0,7,13,5,9,0,7,2,9,16188,0,6
11226,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8,7418,1,21
11227,4,6,6,4,5,6,6,3,4,10,8,9,7,5,2,7,14948,1,1
11228,3,10,5,7,3,7,10,2,6,6,12,9,2,11,2,8,13525,1,1
11229,4,10,5,7,1,7,7,5,4,7,6,8,3,8,4,8,9988,1,1
11230,5,6,5,4,3,3,11,2,3,10,11,8,2,11,1,8,14993,0,1
11231,2,4,3,3,1,11,6,1,6,11,3,7,0,7,0,7,9149,0,6
11232,6,10,7,8,4,4,8,6,8,10,9,9,3,9,2,5,12880,1,1
11233,4,9,5,7,4,7,6,7,6,6,7,9,2,8,4,8,15054,1,1
11234,2,4,3,3,1,8,2,2,1,7,2,8,2,7,2,7,1241,1,4
11235,5,10,6,8,5,7,7,9,4,7,6,9,3,8,4,6,15231,1,1
11236,5,5,5,7,3,3,8,6,12,7,5,15,0,8,7,7,14196,0,11
11237,3,8,5,6,5,7,7,3,6,7,7,10,4,10,8,8,16211,1,1
11238,1,3,2,1,1,9,3,2,1,8,2,9,1,6,0,8,2801,0,4
11239,5,11,6,8,5,5,11,7,6,11,10,5,2,9,2,5,15196,0,1
11240,3,4,4,3,2,6,8,8,8,8,7,12,2,9,4,10,14006,0,1
11241,5,4,6,6,3,8,8,8,8,6,7,8,2,7,6,11,17189,0,1
11242,2,4,3,3,2,9,6,3,5,10,4,6,3,7,2,8,5175,0,1
11243,2,5,3,4,2,7,8,7,8,8,9,7,3,9,1,8,17047,0,1
11244,4,5,5,4,4,5,7,4,7,6,6,10,3,8,5,8,12468,1,1
11245,6,9,9,7,8,7,7,5,4,7,6,8,5,11,9,11,10473,1,1
11246,6,15,4,8,3,12,4,3,6,11,2,7,3,8,3,12,14007,0,1
11247,12,14,12,8,5,1,10,4,2,11,12,9,8,10,0,7,6902,0,1
11248,2,4,4,3,2,7,8,2,9,11,7,7,1,8,6,6,12480,0,1
11249,4,8,5,6,3,5,8,1,8,10,9,9,2,9,3,6,16483,0,1
11250,3,8,6,6,3,5,9,2,6,8,12,10,2,11,2,7,16404,0,1
11251,3,6,4,7,4,9,8,7,2,5,7,10,3,9,5,9,16207,1,1
11252,4,7,4,5,2,6,7,6,6,10,8,9,2,9,4,9,14240,1,1
11253,5,10,5,8,7,7,8,8,6,8,6,7,2,8,8,9,13101,1,1
11254,4,7,6,5,5,8,5,7,4,6,7,9,3,7,6,9,16393,1,1
11255,6,11,8,8,6,7,7,7,6,8,7,8,3,7,4,6,15495,1,1
11256,2,0,3,1,1,7,6,10,0,7,9,8,7,6,0,8,9726,1,21
11257,2,7,3,5,2,7,5,12,4,7,11,8,3,9,0,8,15448,0,18
11258,2,1,4,2,2,7,7,3,9,6,6,8,2,8,5,8,6564,1,1
11259,12,14,10,8,4,8,9,6,5,14,3,4,5,10,5,8,8293,0,1
11260,3,6,4,4,5,7,8,3,4,6,6,8,7,8,6,8,14322,1,1
11261,2,2,3,4,2,4,4,4,7,2,1,6,0,7,1,6,405,1,3
11262,4,4,4,6,2,4,8,8,2,7,5,11,3,8,2,11,16020,1,15
11263,5,11,7,8,8,6,7,5,6,6,5,7,3,7,5,8,16239,1,1
11264,4,4,5,7,2,7,6,7,10,9,5,13,1,10,4,9,15840,0,1
11265,2,1,2,1,1,8,5,11,4,6,13,8,3,10,0,8,17793,0,18
11266,1,0,1,0,0,7,6,10,4,7,12,8,3,10,0,8,19074,0,0
11267,4,7,5,5,4,7,7,5,5,7,6,8,4,9,3,7,12181,1,1
11268,1,7,0,5,0,7,7,5,3,7,6,8,0,8,0,8,3925,1,8
11269,7,11,10,8,4,9,7,5,2,6,8,8,9,9,0,8,15229,0,1
11270,3,7,4,5,2,7,7,3,12,8,6,8,0,8,7,7,13664,0,19
11271,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8,16751,0,9
11272,4,8,6,6,7,7,7,4,1,8,7,9,7,10,4,7,16982,1,1
11273,3,9,5,6,1,8,10,3,2,6,13,8,2,11,0,8,13356,1,1
11274,1,1,2,1,0,8,9,2,2,7,12,8,1,10,0,8,9220,1,16
11275,2,2,2,4,2,8,7,7,3,6,6,9,2,8,5,10,11295,0,1
11276,3,6,5,4,2,6,10,2,6,13,7,5,1,10,2,7,14474,1,1
11277,4,9,6,7,3,8,4,1,8,9,2,10,0,6,2,9,14945,1,3
11278,3,4,4,3,1,4,12,3,3,10,11,7,2,11,1,8,11775,1,1
11279,3,8,3,6,3,6,9,8,3,7,5,8,2,7,5,11,14837,1,1
11280,7,9,9,8,11,9,8,6,5,7,5,8,11,10,9,4,8699,0,1
11281,3,4,4,2,2,5,11,2,2,9,8,7,6,11,1,6,13688,1,1
11282,2,6,3,4,3,9,9,4,3,8,4,6,4,8,5,4,13403,0,1
11283,7,11,10,8,7,7,9,3,6,12,7,6,2,9,2,7,12999,0,1
11284,3,4,4,3,2,3,11,2,2,10,10,8,5,10,1,8,16393,0,1
11285,8,10,8,8,4,2,13,5,4,11,12,7,3,9,2,7,10172,0,1
11286,4,9,4,6,3,5,11,8,4,7,4,9,3,7,6,11,13366,1,1
11287,6,11,9,8,5,8,6,1,9,10,4,8,3,8,4,8,13563,1,1
11288,4,5,5,7,3,9,9,6,10,5,5,5,0,7,9,8,18339,0,1
11289,4,9,5,7,3,9,6,0,7,13,5,8,0,8,1,8,14919,1,6
11290,2,3,3,2,1,8,7,6,4,9,6,9,2,8,3,8,7505,0,1
11291,1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,8,4725,0,1
11292,7,11,10,8,8,7,7,2,8,11,7,9,3,8,5,8,8280,1,1
11293,4,10,6,7,4,9,6,3,7,10,6,8,2,9,4,9,15421,0,1
11294,4,6,5,4,3,8,8,4,6,9,6,5,2,8,7,7,14686,0,1
11295,4,7,6,5,3,8,9,3,5,13,5,4,1,10,2,8,14714,1,1
11296,5,12,4,9,4,7,10,3,2,13,5,5,2,8,7,10,15997,0,1
11297,3,9,4,7,4,8,9,13,2,7,4,8,3,8,0,8,16285,0,2
11298,7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7,14439,0,1
11299,6,11,7,8,5,6,7,7,7,10,8,10,2,8,5,9,10560,1,1
11300,5,9,7,7,6,6,8,3,6,10,8,8,3,9,3,7,15413,1,1
11301,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,6306,1,1
11302,5,11,6,9,5,8,7,8,6,8,6,7,2,8,9,8,13096,0,1
11303,4,6,5,4,5,9,8,6,2,5,7,9,6,10,3,8,18013,0,1
11304,5,8,8,6,5,10,5,3,5,9,4,7,8,6,2,9,17395,1,1
11305,3,2,4,3,2,7,8,5,4,7,7,6,5,9,2,5,6331,1,1
11306,6,9,8,8,7,7,4,5,6,7,4,9,5,5,7,7,18444,1,1
11307,4,5,6,4,4,8,8,4,5,9,5,7,3,6,4,10,13441,0,1
11308,3,10,5,7,2,7,5,3,1,6,0,8,3,7,2,7,7209,1,4
11309,3,5,5,4,3,7,8,2,9,12,6,8,1,9,5,7,13053,1,1
11310,4,5,5,8,2,7,6,8,8,6,5,11,2,8,6,11,16724,0,1
11311,6,11,8,8,8,9,6,4,5,7,6,7,4,8,6,10,13801,0,1
11312,4,7,5,5,3,7,8,7,6,9,8,8,3,8,3,8,14633,1,1
11313,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,953,0,5
11314,8,11,6,6,3,8,5,4,6,8,3,8,5,7,5,8,17872,1,1
11315,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,12746,1,6
11316,5,6,5,4,3,2,12,3,3,10,11,8,2,11,1,7,14899,0,1
11317,4,5,7,8,2,7,8,4,3,7,14,8,3,9,0,8,16998,0,1
11318,2,5,4,4,2,7,11,4,3,12,4,2,1,10,3,8,13191,0,1
11319,2,4,4,3,2,8,7,3,5,10,4,7,2,7,3,10,7178,1,1
11320,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8,596,0,0
11321,3,6,4,4,3,5,7,4,8,6,6,11,3,8,6,9,13997,1,1
11322,1,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8,18505,0,18
11323,4,6,5,4,5,7,8,4,5,6,7,9,5,8,5,7,14109,1,1
11324,5,9,6,7,5,7,9,9,8,7,5,7,2,8,9,10,12807,0,1
11325,2,6,3,4,2,6,8,9,6,7,5,7,2,8,8,9,14800,0,1
11326,3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,8,11612,1,6
11327,2,5,4,3,2,6,8,2,7,11,7,9,2,8,4,8,11611,0,1
11328,4,8,5,6,5,4,10,2,5,10,10,6,1,10,3,6,16476,0,1
11329,9,12,8,6,4,7,7,2,9,9,5,8,4,5,4,8,17102,0,1
11330,4,10,7,8,5,12,3,2,2,9,2,8,2,6,2,8,16476,0,4
11331,8,10,7,8,5,3,12,2,3,9,11,8,7,11,2,6,9687,1,1
11332,5,9,7,7,6,9,6,1,6,9,3,8,3,7,4,10,16038,1,1
11333,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,8063,1,1
11334,2,5,3,3,2,7,7,4,6,6,6,9,3,8,5,10,11495,0,1
11335,2,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8,18286,0,18
11336,5,9,7,7,4,10,8,5,2,6,8,8,9,10,0,8,14223,1,1
11337,9,14,9,8,5,3,10,3,8,12,11,9,4,8,3,5,8103,0,1
11338,7,9,7,7,4,5,8,2,8,8,10,5,5,11,6,3,18501,0,1
11339,4,5,5,3,2,4,10,2,8,11,10,5,1,11,3,4,13257,1,1
